meantime,labels,mediantime
1.06,12-Q4,0.05
3.18,13-Q1,0.75
3.09,13-Q2,1.07
4.41,13-Q3,1.3
6.27,13-Q4,2.98
7.56,14-Q1,3.09
8.49,14-Q2,3.23
9.71,14-Q3,3.01
