meantime,labels,mediantime
1.79,12-Q4,0.06
2.64,13-Q1,0.84
5.74,13-Q2,0.69
3.86,13-Q3,0.9
3.96,13-Q4,0.65
6.3,14-Q1,1.25
6.24,14-Q2,1.4
4.29,14-Q3,1.12
