bmi,labels,abandoned,merged
0.33,12-Q4,45,109
0.96,13-Q1,48,226
0.82,13-Q2,63,227
0.87,13-Q3,65,241
0.77,13-Q4,58,197
0.81,14-Q1,80,235
0.82,14-Q2,68,269
0.78,14-Q3,69,239
