bmi,labels,abandoned,merged
0.95,12-Q4,425,2482
1.17,13-Q1,629,3488
0.87,13-Q2,727,3442
0.66,13-Q3,1132,4766
0.78,13-Q4,1185,3702
0.81,14-Q1,1706,4520
0.7,14-Q2,875,3488
0.75,14-Q3,1018,4784
