meantime,labels,mediantime
4.68,12-Q4,1.51
5.75,13-Q1,1.63
6.46,13-Q2,3.98
8.07,13-Q3,3.44
9.91,13-Q4,5.21
6.1,14-Q1,2.56
8.9,14-Q2,3.11
15.62,14-Q3,6.54
