commits,id,authors
481,194,Andreas Jaeger
232,49,Sean Dague
224,15,James E. Blair
222,516,rbtcollins
200,391,Brant Knudson
197,294,Jeremy Stanley
169,36,Joe Gordon
152,731,Sergey Lukjanov
123,1545,Shilla Saebi
120,618,Derek Higgins
