bmi,labels,abandoned,merged
0.99,12-Q4,39,198
1.14,13-Q1,75,285
0.88,13-Q2,81,289
0.63,13-Q3,132,389
0.77,13-Q4,171,434
0.78,14-Q1,191,554
0.68,14-Q2,76,341
0.68,14-Q3,60,384
