bmi,labels,abandoned,merged
0.89,12-Q4,373,2147
1.12,13-Q1,508,2974
0.94,13-Q2,593,2767
0.64,13-Q3,927,3859
0.77,13-Q4,925,2796
0.8,14-Q1,1398,3280
0.68,14-Q2,655,2474
0.73,14-Q3,848,3520
