commits,authors
95,Joshua Harlow
43,Doug Hellmann
28,Christian Berendt
21,Davanum Srinivas
21,Julien Danjou
18,Mike Bayer
14,Mark McLoughlin
12,Yuriy Taraday
10,Jeremy Stanley
9,Arnaud Legendre
