bmi,labels,abandoned,merged
0.0,12-Q4,42,253
0.0,13-Q1,80,469
0.0,13-Q2,98,382
0.24,13-Q3,126,510
0.73,13-Q4,85,310
0.78,14-Q1,175,413
0.74,14-Q2,93,507
0.65,14-Q3,152,488
