medianpatchsets,labels,meanpatchsets
1.5,12-Q4,2.67
2.0,13-Q1,2.95
2.0,13-Q2,3.85
2.0,13-Q3,4.49
2.0,13-Q4,4.36
2.0,14-Q1,4.26
2.0,14-Q2,3.46
2.0,14-Q3,3.88
