commits,labels,submitted
730,12-Q4,1219
699,13-Q1,207
990,13-Q2,256
1547,13-Q3,1012
1267,13-Q4,878
1950,14-Q1,1304
1925,14-Q2,1329
1837,14-Q3,1225
