meantime,labels,mediantime
1.06,12-Q4,0.05
11.61,13-Q1,2.02
3.13,13-Q2,0.84
2.21,13-Q3,0.33
6.54,13-Q4,0.85
3.87,14-Q1,0.86
4.11,14-Q2,1.5
5.16,14-Q3,1.48
