bmi,labels,abandoned,merged
0.92,12-Q4,12,110
0.94,13-Q1,48,255
0.89,13-Q2,61,271
0.88,13-Q3,99,426
0.83,13-Q4,90,288
0.87,14-Q1,140,300
0.7,14-Q2,54,167
0.81,14-Q3,110,287
