bmi,labels,abandoned,merged
0.0,12-Q4,11,120
2.67,13-Q1,43,179
0.47,13-Q2,31,237
0.94,13-Q3,52,355
0.9,13-Q4,77,354
0.9,14-Q1,99,541
0.82,14-Q2,125,551
0.91,14-Q3,102,804
