commits,authors
21,Samuel Merritt
18,Paul Luse
10,Alistair Coles
10,Clay Gerrard
7,John Dickinson
6,Christian Schwede
6,David Goetz
4,Matthew Oliver
4,Mike Barton
3,Thiago da Silva
