medianpatchsets,labels,meanpatchsets
2.0,12-Q4,3.01
2.0,13-Q1,4.07
3.0,13-Q2,4.54
3.0,13-Q3,5.36
3.0,13-Q4,5.66
3.0,14-Q1,5.12
3.0,14-Q2,5.46
2.0,14-Q3,5.0
