meantime,labels,mediantime
6.12,12-Q4,0.04
6.07,13-Q1,0.13
2.42,13-Q2,0.16
5.41,13-Q3,0.24
8.19,13-Q4,0.88
6.04,14-Q1,0.57
6.56,14-Q2,0.51
9.16,14-Q3,0.75
