medianpatchsets,labels,meanpatchsets
1.0,12-Q4,1.99
2.0,13-Q1,2.55
2.0,13-Q2,3.61
2.0,13-Q3,3.26
2.0,13-Q4,3.5
2.5,14-Q1,4.28
3.0,14-Q2,5.6
3.0,14-Q3,5.32
