medianpatchsets,labels,meanpatchsets
nan,12-Q4,nan
nan,13-Q1,nan
3.0,13-Q2,3.0
1.0,13-Q3,2.02
1.0,13-Q4,1.97
2.0,14-Q1,2.93
2.0,14-Q2,3.62
2.0,14-Q3,4.34
