medianpatchsets,labels,meanpatchsets
2.0,12-Q4,2.93
2.0,13-Q1,3.08
2.0,13-Q2,3.04
2.0,13-Q3,3.91
3.0,13-Q4,5.16
3.0,14-Q1,5.05
3.0,14-Q2,5.36
3.0,14-Q3,5.1
