medianpatchsets,labels,meanpatchsets
1.0,13-Q2,1.94
2.0,13-Q3,2.45
1.0,13-Q4,2.58
2.0,14-Q1,3.48
2.0,14-Q2,3.52
2.0,14-Q3,3.47
2.0,14-Q4,2.84
2.0,15-Q1,3.24
