bmi,labels,abandoned,merged
0.85,13-Q2,593,2767
0.87,13-Q3,926,3859
0.77,13-Q4,925,2796
0.8,14-Q1,1391,3279
0.69,14-Q2,654,2472
0.73,14-Q3,843,3516
0.69,14-Q4,652,2918
0.75,15-Q1,775,3909
