meantime,labels,mediantime
3.68,13-Q2,1.86
4.33,13-Q3,2.07
8.41,13-Q4,4.01
5.44,14-Q1,2.04
7.41,14-Q2,2.45
10.19,14-Q3,2.73
10.58,14-Q4,5.09
15.56,15-Q1,5.14
