medianpatchsets,labels,meanpatchsets
2.0,13-Q2,3.32
3.0,13-Q3,4.88
3.0,13-Q4,5.56
3.0,14-Q1,6.5
4.0,14-Q2,7.93
4.0,14-Q3,7.84
4.0,14-Q4,7.86
4.0,15-Q1,7.75
