medianpatchsets,labels,meanpatchsets
1.0,13-Q2,1.94
2.0,13-Q3,3.25
2.0,13-Q4,3.23
2.0,14-Q1,3.73
2.0,14-Q2,2.85
2.0,14-Q3,3.54
2.0,14-Q4,3.42
2.0,15-Q1,4.55
