medianpatchsets,labels,meanpatchsets
2.0,13-Q2,3.19
2.0,13-Q3,4.28
2.0,13-Q4,4.09
2.0,14-Q1,4.32
2.0,14-Q2,4.87
2.0,14-Q3,5.17
3.0,14-Q4,5.5
3.0,15-Q1,5.19
