meantime,labels,mediantime
0.0,13-Q2,0.0
1.13,13-Q3,0.07
2.4,13-Q4,0.04
2.29,14-Q1,0.12
2.88,14-Q2,0.19
3.36,14-Q3,0.35
5.98,14-Q4,0.82
6.18,15-Q1,0.61
