medianpatchsets,labels,meanpatchsets
1.0,13-Q2,2.11
1.5,13-Q3,2.49
2.0,13-Q4,2.66
2.0,14-Q1,2.78
2.0,14-Q2,3.04
2.0,14-Q3,3.28
2.0,14-Q4,3.15
2.0,15-Q1,3.01
