meantime,labels,mediantime
7.42,13-Q2,0.6
10.81,13-Q3,0.56
11.41,13-Q4,0.82
10.8,14-Q1,0.72
10.63,14-Q2,0.9
15.72,14-Q3,1.01
28.24,14-Q4,2.51
25.0,15-Q1,1.95
