medianpatchsets,labels,meanpatchsets
3.0,13-Q2,4.67
3.5,13-Q3,6.04
3.0,13-Q4,6.38
4.0,14-Q1,6.54
4.0,14-Q2,6.39
4.0,14-Q3,6.41
4.0,14-Q4,6.56
3.0,15-Q1,5.55
