medianpatchsets,labels,meanpatchsets
2.0,13-Q2,3.95
2.0,13-Q3,4.46
3.0,13-Q4,5.21
3.0,14-Q1,5.52
3.0,14-Q2,5.92
3.0,14-Q3,6.05
3.0,14-Q4,5.82
3.0,15-Q1,5.54
