labels,opened,closed
13-Q2,2011,1192
13-Q3,3044,1943
13-Q4,2812,1540
14-Q1,3236,1999
14-Q2,2567,1422
14-Q3,3201,2172
14-Q4,2268,1375
15-Q1,1997,1280
