bmi,labels,abandoned,merged
0.93,13-Q2,39,320
0.95,13-Q3,69,439
0.83,13-Q4,66,409
0.87,14-Q1,93,417
0.68,14-Q2,53,297
0.72,14-Q3,53,285
0.74,14-Q4,45,349
0.84,15-Q1,39,391
