medianpatchsets,labels,meanpatchsets
2.0,13-Q2,2.5
2.0,13-Q3,3.2
2.0,13-Q4,3.78
3.0,14-Q1,5.0
3.0,14-Q2,6.45
4.0,14-Q3,6.94
3.0,14-Q4,4.99
3.0,15-Q1,4.78
