commits,authors
64,Brant Knudson
63,Angus Salkeld
57,Ihar Hrachyshka
47,Matt Riedemann
46,Steve Martinelli
46,Valeriy Ponomaryov
45,Juan Antonio Osorio Robles
38,Davanum Srinivas
37,Kiall Mac Innes
36,Armando Migliaccio
