meantime,labels,mediantime
0.84,13-Q2,0.1
2.65,13-Q3,0.86
2.78,13-Q4,1.02
6.17,14-Q1,2.62
8.36,14-Q2,1.95
6.05,14-Q3,2.57
7.6,14-Q4,2.1
10.76,15-Q1,4.85
