commits,authors
58,Ken'ichi Ohmichi
40,Matthew Treinish
29,David Kranz
29,Joe Gordon
26,Dean Troyer
25,Ghanshyam Mann
24,Sean Dague
23,Andrea Frittoli
22,Masayuki Igawa
21,afazekas
