meantime,labels,mediantime
16.28,13-Q2,11.33
15.24,13-Q3,11.12
22.75,13-Q4,11.0
20.22,14-Q1,7.49
27.17,14-Q2,15.23
27.56,14-Q3,5.27
22.94,14-Q4,7.47
38.23,15-Q1,11.76
