medianpatchsets,labels,meanpatchsets
2.0,13-Q2,2.66
2.0,13-Q3,3.26
3.0,13-Q4,4.75
2.0,14-Q1,4.41
3.0,14-Q2,5.07
3.0,14-Q3,4.75
2.0,14-Q4,4.47
2.0,15-Q1,4.34
