bmi,labels,abandoned,merged
0.89,13-Q2,61,271
0.88,13-Q3,99,426
0.82,13-Q4,90,288
0.86,14-Q1,140,300
0.7,14-Q2,54,166
0.81,14-Q3,109,286
0.78,14-Q4,73,306
0.61,15-Q1,48,239
