commits,id,authors
525,194,Andreas Jaeger
287,361,Christian Berendt
259,15,James E. Blair
205,294,Jeremy Stanley
184,7,Clark Boylan
178,567,Kevin Benton
166,118,Flavio Percoco
150,1154,Steve Martinelli
149,335,Matt Riedemann
143,159,Joshua Harlow
