commits,authors
37,Kiall Mac Innes
17,Vinod Mangalpally
10,rjrjr
7,Endre Karlson
7,Eric Larson
7,Graham Hayes
7,Tim Simmons
5,stanzgy
2,Betsy Luzader
2,Gauvain Pocentek
