meantime,labels,mediantime
7.55,13-Q2,2.45
9.79,13-Q3,4.09
11.99,13-Q4,4.32
16.55,14-Q1,6.22
17.77,14-Q2,6.06
22.01,14-Q3,6.77
19.69,14-Q4,5.39
21.09,15-Q1,5.18
