commits,authors
22,Sean Dague
17,Doug Hellmann
10,Matt Riedemann
9,Ihar Hrachyshka
8,Joe Gordon
4,Adam Gandelman
4,Jeremy Stanley
4,Steve Martinelli
3,Chris Dent
3,Joshua Harlow
