meantime,labels,mediantime
4.12,13-Q2,0.62
2.23,13-Q3,0.25
2.25,13-Q4,0.15
1.55,14-Q1,0.18
1.44,14-Q2,0.12
1.04,14-Q3,0.1
2.22,14-Q4,0.09
1.67,15-Q1,0.24
