meantime,labels,mediantime
11.81,13-Q2,7.08
12.24,13-Q3,5.54
16.54,13-Q4,11.97
13.88,14-Q1,5.32
19.37,14-Q2,8.21
14.78,14-Q3,5.66
16.38,14-Q4,6.35
24.3,15-Q1,6.52
