bmi,labels,abandoned,merged
0.97,13-Q2,98,382
0.99,13-Q3,125,510
0.72,13-Q4,85,310
0.77,14-Q1,173,413
0.75,14-Q2,93,507
0.65,14-Q3,152,487
0.71,14-Q4,109,488
0.71,15-Q1,150,575
