commits,labels,submitted
1160,13-Q2,256
1726,13-Q3,1017
1409,13-Q4,883
2130,14-Q1,1313
2157,14-Q2,1309
1910,14-Q3,1225
1250,14-Q4,942
1493,15-Q1,1104
