bmi,labels,abandoned,merged
0.86,13-Q2,81,290
0.84,13-Q3,151,409
0.77,13-Q4,174,452
0.78,14-Q1,194,573
0.71,14-Q2,75,356
0.68,14-Q3,63,404
0.65,14-Q4,44,260
0.67,15-Q1,42,254
