meantime,labels,mediantime
nan,13-Q2,nan
0.91,13-Q3,0.86
1.56,13-Q4,0.56
12.17,14-Q1,3.23
4.95,14-Q2,2.87
6.43,14-Q3,3.89
8.37,14-Q4,2.86
10.15,15-Q1,4.87
