bmi,labels,abandoned,merged
0.82,13-Q2,63,227
0.87,13-Q3,65,241
0.78,13-Q4,58,197
0.8,14-Q1,80,235
0.83,14-Q2,68,269
0.8,14-Q3,75,277
0.84,14-Q4,42,225
0.76,15-Q1,23,134
