commits,labels,submitted
1012,13-Q2,1361
1182,13-Q3,1575
944,13-Q4,1435
916,14-Q1,1622
834,14-Q2,1204
1054,14-Q3,1544
879,14-Q4,1379
718,15-Q1,1489
