bmi,labels,abandoned,merged
0.91,13-Q2,99,134
0.91,13-Q3,114,809
0.88,13-Q4,105,675
0.89,14-Q1,176,993
0.83,14-Q2,152,928
0.82,14-Q3,134,865
0.8,14-Q4,102,655
0.84,15-Q1,131,795
