medianpatchsets,labels,meanpatchsets
2.0,13-Q2,3.69
2.0,13-Q3,4.25
2.0,13-Q4,4.86
3.0,14-Q1,5.14
3.0,14-Q2,5.6
3.0,14-Q3,5.72
3.0,14-Q4,5.51
3.0,15-Q1,5.24
