meantime,labels,mediantime
3.93,13-Q2,0.01
3.98,13-Q3,0.03
3.99,13-Q4,0.19
2.95,14-Q1,0.15
3.44,14-Q2,0.27
2.4,14-Q3,0.32
2.35,14-Q4,0.37
1.95,15-Q1,0.37
