medianpatchsets,labels,meanpatchsets
2.0,13-Q2,3.61
2.0,13-Q3,3.26
2.0,13-Q4,3.52
2.5,14-Q1,4.35
3.0,14-Q2,5.79
3.0,14-Q3,5.94
3.0,14-Q4,5.8
3.0,15-Q1,5.87
