commits,id,authors
545,194,Andreas Jaeger
373,15,James E. Blair
348,294,Jeremy Stanley
277,49,Sean Dague
261,516,rbtcollins
203,477,Armando Migliaccio
201,391,Brant Knudson
194,468,arosen
190,731,Sergey Lukjanov
176,36,Joe Gordon
