medianpatchsets,labels,meanpatchsets
nan,12-Q4,nan
nan,13-Q1,nan
1.0,13-Q2,2.62
4.0,13-Q3,8.09
2.0,13-Q4,6.51
3.0,14-Q1,4.87
3.0,14-Q2,4.71
3.0,14-Q3,3.96
