bmi,labels,abandoned,merged
0.94,13-Q1,48,255
0.89,13-Q2,61,271
0.88,13-Q3,99,426
0.82,13-Q4,90,288
0.86,14-Q1,140,300
0.71,14-Q2,54,167
0.81,14-Q3,109,286
0.8,14-Q4,74,305
