meantime,labels,mediantime
3.57,13-Q1,0.96
6.5,13-Q2,1.48
2.87,13-Q3,0.91
2.01,13-Q4,0.44
2.66,14-Q1,0.84
1.96,14-Q2,0.49
2.34,14-Q3,0.43
3.41,14-Q4,0.29
