medianpatchsets,labels,meanpatchsets
1.0,13-Q1,1.98
1.0,13-Q2,2.0
1.0,13-Q3,2.41
1.0,13-Q4,2.24
1.0,14-Q1,2.31
1.0,14-Q2,2.22
1.0,14-Q3,2.16
1.0,14-Q4,1.89
