meantime,labels,mediantime
6.68,12-Q4,0.35
6.98,13-Q1,0.54
6.1,13-Q2,0.44
9.22,13-Q3,0.74
10.02,13-Q4,0.78
10.04,14-Q1,0.81
10.63,14-Q2,0.82
12.19,14-Q3,0.94
