bmi,labels,abandoned,merged
0.93,12-Q4,62,272
0.93,13-Q1,61,192
0.82,13-Q2,122,304
0.8,13-Q3,168,344
0.81,13-Q4,175,527
0.66,14-Q1,92,281
0.65,14-Q2,79,274
0.7,14-Q3,36,119
